time,btceur_open,btceur_high,btceur_low,btceur_close,volume
1607454000000,15609.35,15658.87,15580.04,15585.11,35.83997
1607457600000,15582.48,15620.6,15481.64,15532.59,97.284207
1607461200000,15532.4,15597.15,15496.54,15558.01,79.039002
1607464800000,15556.6,15602.52,15212.44,15212.44,106.959202
1607468400000,15212.44,15272.26,15080.05,15184.12,309.022199
1607472000000,15182.72,15211.88,15043.79,15051.12,147.099829
1607475600000,15047.43,15164.3,14934.97,15074.42,133.287252
1607479200000,15074.46,15151.63,15015.99,15114.56,59.500258
1607482800000,15117.39,15140.0,15076.76,15132.24,30.981197
1607486400000,15128.11,15135.72,15000.0,15022.32,48.072375
1607490000000,15024.9,15072.14,14933.0,15046.72,74.857023
1607493600000,15050.36,15094.61,15004.56,15047.3,50.04809
1607497200000,15047.31,15072.44,14773.9,14819.43,135.766931
1607500800000,14815.11,14920.49,14578.48,14841.04,293.159398
1607504400000,14846.81,14984.37,14823.15,14927.98,186.894268
1607508000000,14928.61,15099.89,14881.44,15090.0,166.443531
1607511600000,15090.0,15201.0,15056.1,15132.6,145.857049
1607515200000,15131.29,15223.73,15121.0,15134.62,94.206802
1607518800000,15134.62,15316.59,15074.97,15315.44,123.364733
1607522400000,15316.84,15348.62,15274.4,15314.23,152.273038
1607526000000,15314.34,15324.32,15196.66,15250.0,109.508149
1607529600000,15250.0,15285.84,15177.0,15284.65,85.991955
1607533200000,15285.36,15326.16,15217.13,15225.0,74.92282
1607536800000,15225.0,15263.38,15113.71,15136.64,100.056713
1607540400000,15137.26,15200.62,15135.85,15176.0,62.720985
1607544000000,15173.02,15247.38,15127.96,15226.15,68.728758
1607547600000,15225.37,15400.0,15217.12,15379.11,80.310844
1607551200000,15376.37,15456.98,15364.08,15415.72,73.778063
1607554800000,15415.92,15479.97,15399.48,15405.49,46.593345
1607558400000,15404.79,15412.97,15281.48,15298.69,57.534607
1607562000000,15297.88,15348.86,15213.1,15293.03,33.287872
1607565600000,15294.87,15341.58,15230.34,15256.61,14.973681
1607569200000,15256.58,15320.29,15222.98,15264.11,23.184878
1607572800000,15266.72,15331.21,15253.0,15271.31,18.357274
1607576400000,15267.15,15274.21,15186.97,15235.84,38.571812
1607580000000,15241.64,15283.48,15172.37,15193.72,44.451965
1607583600000,15192.67,15250.58,15168.86,15213.98,49.774365
1607587200000,15212.54,15318.82,15205.26,15298.27,66.043833
1607590800000,15297.54,15316.36,15102.72,15113.17,112.217385
1607594400000,15110.18,15139.43,15027.58,15046.07,123.198503
1607598000000,15046.07,15128.08,15031.26,15093.22,86.387842
1607601600000,15093.21,15176.63,15062.52,15082.98,89.500041
1607605200000,15082.98,15082.98,14914.24,15067.57,142.710023
1607608800000,15065.54,15076.54,14901.0,14920.26,100.495254
1607612400000,14917.21,14994.59,14791.41,14990.18,134.459775
1607616000000,14983.81,15083.67,14959.97,15038.16,104.641358
1607619600000,15040.12,15071.66,14959.29,15069.4,55.960597
1607623200000,15069.4,15151.3,15057.06,15119.21,50.960486
1607626800000,15121.86,15217.54,15076.11,15212.49,73.431511
1607630400000,15215.21,15237.96,15163.52,15176.72,76.121755
1607634000000,15176.97,15210.0,15134.03,15162.78,44.244694
1607637600000,15163.19,15200.35,15117.9,15135.58,28.508055
1607641200000,15135.99,15179.87,15060.78,15077.8,41.352162
1607644800000,15077.8,15112.36,14832.66,14880.6,134.022186
1607648400000,14880.61,14913.73,14682.24,14760.54,171.39879
1607652000000,14763.53,14879.65,14695.55,14698.2,82.516967
1607655600000,14698.23,14853.1,14630.0,14847.8,86.570943
1607659200000,14849.03,14890.96,14799.35,14823.51,20.963303
1607662800000,14824.26,14872.48,14718.42,14772.08,41.266933
1607666400000,14772.82,14826.84,14705.99,14794.32,40.022429
1607670000000,14794.21,14813.5,14630.4,14720.96,138.546258
1607673600000,14721.58,14892.82,14721.58,14815.55,165.583674
1607677200000,14815.87,14825.23,14669.73,14739.1,102.243064
1607680800000,14740.81,14768.97,14563.54,14690.53,132.042206
1607684400000,14689.79,14689.79,14575.34,14597.66,101.277516
1607688000000,14596.22,14809.53,14576.33,14777.52,131.337903
1607691600000,14778.66,14887.76,14754.27,14881.76,84.502437
1607695200000,14880.75,14952.24,14813.54,14951.47,112.246315
1607698800000,14950.34,15021.0,14920.03,15004.89,71.079648
1607702400000,15000.37,15007.71,14872.73,14895.13,63.28974
1607706000000,14900.16,14918.88,14810.1,14902.41,59.257258
1607709600000,14905.9,14949.58,14863.87,14945.27,33.067101
1607713200000,14948.65,14980.0,14880.72,14890.02,44.255399
1607716800000,14892.0,14951.91,14850.69,14891.41,67.129922
1607720400000,14895.52,15008.62,14874.13,14989.75,42.453978
1607724000000,14989.75,15056.1,14967.52,15011.25,51.407647
1607727600000,15012.03,15025.21,14921.51,14932.52,52.842391
1607731200000,14937.4,15193.37,14925.44,15170.48,110.066181
1607734800000,15177.69,15198.0,15121.13,15130.87,28.265661
1607738400000,15128.66,15170.96,15124.09,15143.31,22.556102
1607742000000,15141.32,15176.8,15113.04,15131.98,19.05539
1607745600000,15131.99,15201.0,15113.79,15190.43,16.718354
1607749200000,15193.19,15209.42,15150.31,15156.55,14.197317
1607752800000,15153.26,15190.54,15136.13,15155.37,13.282938
1607756400000,15155.31,15235.29,15152.39,15220.46,17.804122
1607760000000,15216.79,15276.52,15178.2,15218.45,51.276651
1607763600000,15217.77,15294.99,15192.5,15265.72,41.675841
1607767200000,15265.72,15283.61,15216.73,15224.6,49.541044
1607770800000,15224.35,15329.77,15215.0,15321.58,44.336313
1607774400000,15324.13,15330.0,15262.7,15276.36,46.203242
1607778000000,15275.01,15281.96,15229.49,15237.54,34.970454
1607781600000,15237.07,15298.79,15172.34,15217.1,93.509596
1607785200000,15215.66,15258.79,15170.22,15239.66,36.504112
1607788800000,15237.71,15273.39,15211.16,15239.21,37.943308
1607792400000,15236.55,15322.41,15223.12,15301.42,39.860847
1607796000000,15301.51,15500.0,15299.81,15478.68,100.003833
1607799600000,15477.63,15606.4,15476.85,15566.45,97.415196
1607803200000,15572.58,15599.55,15526.35,15541.9,52.432681
1607806800000,15543.26,15594.99,15504.22,15560.0,52.399713
1607810400000,15559.99,15671.03,15536.71,15626.05,65.499689
1607814000000,15626.13,15634.7,15553.68,15577.25,49.043785
1607817600000,15577.58,15626.1,15500.99,15526.38,29.761553
1607821200000,15527.56,15574.1,15501.77,15561.9,16.926127
1607824800000,15560.55,15596.94,15537.42,15578.86,61.82729
1607828400000,15583.86,15595.49,15546.44,15562.88,10.63292
1607832000000,15562.86,15634.34,15550.45,15608.2,17.082554
1607835600000,15611.68,15680.2,15596.08,15607.54,19.560724
1607839200000,15607.71,15711.27,15607.55,15709.87,26.041786
1607842800000,15709.86,15945.56,15709.86,15915.96,104.780347
1607846400000,15918.84,15965.91,15868.15,15918.45,54.292669
1607850000000,15920.18,15945.0,15871.17,15918.23,45.839889
1607853600000,15915.66,15990.0,15915.66,15947.82,76.848225
1607857200000,15947.89,15991.64,15891.7,15968.22,46.557466
1607860800000,15970.11,16022.88,15935.31,15990.27,84.359011
1607864400000,15993.13,16039.0,15957.66,15982.61,73.611847
1607868000000,15980.01,15999.56,15935.31,15948.88,43.820796
1607871600000,15947.37,15975.8,15752.28,15848.27,130.365509
1607875200000,15849.58,15980.0,15849.58,15944.74,64.220733
1607878800000,15943.53,15949.97,15844.99,15896.19,39.516228
1607882400000,15901.38,15901.38,15811.99,15823.29,43.378472
1607886000000,15823.3,15867.6,15805.12,15838.41,28.167144
1607889600000,15836.89,15837.23,15760.79,15791.84,45.371922
1607893200000,15786.67,15838.48,15780.93,15813.05,25.088107
1607896800000,15815.24,15816.6,15660.85,15756.73,80.325885
1607900400000,15760.0,15849.26,15745.0,15810.14,48.904988
1607904000000,15803.22,15803.22,15678.96,15722.75,56.449184
1607907600000,15722.57,15761.58,15695.55,15741.74,30.639289
1607911200000,15742.35,15918.11,15716.02,15912.15,22.601669
1607914800000,15911.97,15938.49,15858.79,15880.62,15.917704
1607918400000,15880.62,15894.05,15722.84,15776.43,26.676786
1607922000000,15776.61,15778.38,15708.92,15747.92,20.861841
1607925600000,15748.37,15845.3,15747.68,15845.3,22.058621
1607929200000,15845.31,15845.44,15750.41,15787.17,44.968654
1607932800000,15787.42,15874.62,15778.05,15859.06,35.844828
1607936400000,15859.54,15885.0,15784.61,15828.81,53.945431
1607940000000,15828.65,15858.05,15737.17,15753.56,71.283419
1607943600000,15753.56,15779.39,15723.02,15742.79,71.527371
1607947200000,15742.79,15780.6,15686.6,15733.76,73.39398
1607950800000,15733.76,15790.0,15690.13,15776.57,54.868804
1607954400000,15776.58,15847.47,15737.11,15840.04,65.545851
1607958000000,15839.64,15917.74,15833.66,15873.49,84.077031
1607961600000,15873.42,15901.11,15791.68,15817.89,95.629354
1607965200000,15817.76,15830.02,15784.61,15796.11,44.675361
1607968800000,15795.78,15865.89,15795.78,15865.89,59.138823
1607972400000,15865.88,15867.21,15824.0,15839.28,32.429119
1607976000000,15838.5,15869.19,15802.34,15861.66,32.589216
1607979600000,15862.83,15875.04,15821.0,15857.82,55.667538
1607983200000,15857.52,15909.72,15845.37,15908.26,45.264787
1607986800000,15907.41,15950.0,15868.42,15895.85,58.010598
1607990400000,15897.37,15979.71,15880.07,15979.67,46.830808
1607994000000,15979.71,16023.01,15922.75,16016.48,40.290655
1607997600000,16016.48,16096.26,15998.0,16009.07,79.807246
1608001200000,16010.3,16057.07,15985.36,16039.65,29.222697
1608004800000,16038.65,16050.27,15804.28,15818.33,69.951278
1608008400000,15818.33,15870.62,15720.77,15786.06,87.509546
1608012000000,15786.01,15848.82,15761.04,15839.18,36.932047
1608015600000,15839.08,15872.0,15818.34,15855.14,42.764439
1608019200000,15855.14,15877.0,15802.33,15815.12,68.762943
1608022800000,15815.12,15853.83,15754.32,15838.44,78.110122
1608026400000,15838.44,15964.24,15782.73,15936.84,99.376591
1608030000000,15936.84,15953.28,15884.58,15925.2,116.253254
1608033600000,15924.41,15977.05,15890.78,15942.51,77.487742
1608037200000,15942.65,15985.61,15922.49,15985.61,43.550745
1608040800000,15985.61,16045.0,15903.32,15959.7,164.412207
1608044400000,15959.7,16035.0,15959.68,16014.68,83.21712
1608048000000,16015.15,16030.0,15955.0,15977.16,101.363286
1608051600000,15976.99,16027.63,15971.91,16011.32,40.178462
1608055200000,16011.32,16119.76,16000.02,16108.98,101.828855
1608058800000,16109.15,16125.75,16064.68,16114.64,84.568391
1608062400000,16114.78,16125.97,16059.55,16078.92,73.72189
1608066000000,16078.86,16095.84,15961.0,16020.73,100.160203
1608069600000,16020.06,16072.19,15993.43,16056.54,21.910999
1608073200000,16056.07,16063.01,15963.85,16028.7,30.654652
1608076800000,16028.73,16046.54,15911.9,15975.73,57.442372
1608080400000,15975.73,16010.32,15930.69,15985.96,25.123286
1608084000000,15986.64,16072.27,15986.64,16032.74,21.770442
1608087600000,16032.4,16041.12,15934.15,15953.68,20.322877
1608091200000,15952.92,15991.41,15919.32,15961.58,29.141569
1608094800000,15961.39,16020.43,15951.54,15980.0,24.917074
1608098400000,15980.0,16036.54,15960.01,16023.07,32.272857
1608102000000,16021.86,16035.74,16002.09,16027.55,22.956405
1608105600000,16027.55,16029.37,15975.18,16012.27,99.092091
1608109200000,16012.28,16051.75,15970.0,16045.12,70.631068
1608112800000,16044.52,16295.53,16031.52,16278.67,254.021655
1608116400000,16278.81,16339.15,16170.6,16242.13,181.620981
1608120000000,16242.27,16376.0,16210.0,16264.52,226.842748
1608123600000,16264.38,16666.0,16263.9,16655.04,443.257431
1608127200000,16651.93,17032.9,16577.0,16935.0,548.169203
1608130800000,16935.0,17018.68,16900.0,16996.55,213.316632
1608134400000,16997.17,17193.16,16980.37,17189.71,240.721094
1608138000000,17189.71,17189.71,16950.33,16986.97,172.45324
1608141600000,16986.93,17060.15,16920.45,16942.4,101.872557
1608145200000,16942.77,17099.99,16912.55,17080.85,90.021748
1608148800000,17080.98,17134.46,17060.0,17108.67,81.308125
1608152400000,17108.67,17462.41,17039.48,17385.8,224.278921
1608156000000,17386.06,17613.88,17386.06,17541.6,285.867972
1608159600000,17541.59,17676.49,17428.1,17540.51,286.165201
1608163200000,17540.5,17584.23,17451.02,17542.55,163.402525
1608166800000,17544.54,17913.7,17544.05,17814.72,250.548875
1608170400000,17811.3,18022.0,17750.0,17958.13,196.875854
1608174000000,17958.13,18150.0,17788.98,17817.86,213.289423
1608177600000,17817.79,17919.17,17809.57,17847.76,72.145268
1608181200000,17847.76,18228.59,17843.91,18210.48,170.748086
1608184800000,18209.2,18272.62,18023.28,18171.15,199.30956
1608188400000,18170.16,18368.23,18114.26,18362.25,280.079264
1608192000000,18363.18,18834.36,18313.07,18780.0,516.472494
1608195600000,18780.0,19500.0,18100.54,18422.19,1030.791309
1608199200000,18422.13,18686.32,18293.54,18432.91,377.564239
1608202800000,18430.49,18622.17,18360.43,18593.73,190.775484
1608206400000,18593.73,18964.54,18484.3,18940.19,214.811457
1608210000000,18934.71,19067.07,18514.54,18653.17,264.660742
1608213600000,18647.72,19016.47,18575.01,18881.6,230.20269
1608217200000,18885.78,19093.25,18757.9,19068.93,241.86296
1608220800000,19069.85,19326.26,18968.39,19261.69,323.944639
1608224400000,19261.54,19350.0,18650.0,18715.2,271.870911
1608228000000,18713.82,18990.4,18200.0,18977.02,390.110764
1608231600000,18972.75,19150.0,18558.04,18642.35,269.824914
1608235200000,18637.76,18823.66,18219.39,18598.84,379.566572
1608238800000,18593.24,18629.01,18282.08,18586.72,188.421399
1608242400000,18587.1,18838.06,18573.86,18751.26,97.460311
1608246000000,18751.07,18779.03,18439.78,18607.29,174.437966
1608249600000,18607.18,18638.04,18333.02,18579.13,110.717622
1608253200000,18579.5,18847.8,18480.68,18741.88,149.894802
1608256800000,18741.34,18973.12,18701.16,18745.13,81.928374
1608260400000,18744.87,18779.57,18565.1,18611.0,54.080503
1608264000000,18611.85,18748.91,18600.48,18682.4,41.719381
1608267600000,18683.44,18827.65,18659.65,18770.57,41.053366
1608271200000,18770.44,18957.3,18713.74,18792.08,65.520187
1608274800000,18791.54,18862.44,18669.7,18849.31,84.14344
1608278400000,18849.31,19028.48,18771.06,18901.15,121.573763
1608282000000,18901.56,19005.76,18825.0,19005.76,120.383274
1608285600000,19005.17,19015.5,18777.37,18801.11,153.045569
1608289200000,18800.28,18802.89,18612.0,18741.45,136.840901
1608292800000,18741.97,18865.98,18615.0,18760.14,136.386002
1608296400000,18760.48,18797.24,18466.17,18481.71,189.809976
1608300000000,18480.24,18555.44,18348.62,18521.14,190.649633
1608303600000,18517.89,18542.55,18304.48,18487.74,146.981081
1608307200000,18487.74,18661.1,18420.87,18635.09,139.714198
1608310800000,18635.24,18696.98,18587.98,18642.96,66.981288
1608314400000,18643.28,18711.0,18614.78,18672.71,55.56515
1608318000000,18672.82,18677.75,18558.06,18660.9,55.591064
1608321600000,18661.01,18692.18,18580.62,18660.74,59.449369
1608325200000,18660.74,18895.0,18656.99,18735.96,154.964666
1608328800000,18735.67,18851.21,18674.22,18835.85,61.06631
1608332400000,18835.85,18926.19,18752.76,18903.14,74.430087
1608336000000,18902.03,18942.63,18782.76,18790.84,64.971117
1608339600000,18790.84,18874.41,18750.73,18853.16,37.740784
1608343200000,18853.06,18989.99,18845.14,18983.69,36.634759
1608346800000,18985.33,18991.02,18895.77,18896.41,30.533599
1608350400000,18896.01,18923.45,18848.85,18857.63,17.938265
1608354000000,18857.66,18885.96,18761.04,18781.93,28.368871
1608357600000,18783.5,18811.48,18686.63,18701.16,27.46966
1608361200000,18701.15,18840.46,18683.31,18700.0,48.622013
1608364800000,18700.46,18809.5,18619.0,18800.88,76.005809
1608368400000,18800.88,18849.31,18760.6,18786.86,41.967933
1608372000000,18786.86,18875.0,18785.22,18831.49,61.470883
1608375600000,18831.74,18865.0,18731.9,18734.34,50.754422
1608379200000,18734.6,18915.39,18734.6,18846.39,67.818847
1608382800000,18846.61,18968.48,18820.25,18961.48,70.691106
1608386400000,18961.11,19294.1,18900.0,19068.46,307.986206
1608390000000,19066.66,19344.99,19064.46,19274.03,217.292324
1608393600000,19274.65,19679.96,19146.21,19595.69,439.411823
1608397200000,19595.79,19700.0,19456.0,19545.28,217.435506
1608400800000,19545.19,19557.34,19300.0,19496.55,116.707909
1608404400000,19497.76,19541.19,19369.99,19476.35,90.580395
1608408000000,19476.25,19579.58,19471.02,19552.31,69.006042
1608411600000,19549.5,19672.8,19470.28,19608.0,100.511571
1608415200000,19606.85,19622.24,19490.91,19556.76,75.137319
1608418800000,19556.76,19567.27,19394.81,19481.26,81.920228
1608422400000,19481.26,19487.84,19002.0,19209.52,214.595736
1608426000000,19209.52,19256.84,19142.3,19211.37,38.950714
1608429600000,19211.6,19257.9,19058.6,19156.71,31.557316
1608433200000,19157.11,19157.11,18963.21,19098.1,63.100388
1608436800000,19097.3,19190.05,18889.2,19167.49,57.703101
1608440400000,19167.38,19295.87,19148.85,19220.05,30.72615
1608444000000,19215.86,19322.32,19201.84,19230.5,30.760944
1608447600000,19230.52,19346.12,19160.8,19333.12,33.920465
1608451200000,19333.2,19447.51,19260.83,19380.37,89.446985
1608454800000,19380.0,19420.98,19212.17,19303.25,102.410859
1608458400000,19302.89,19344.72,19114.51,19143.05,112.456072
1608462000000,19143.05,19313.17,19143.03,19272.81,93.977669
1608465600000,19272.5,19292.94,19098.01,19190.0,57.83072
1608469200000,19192.16,19295.48,19059.72,19272.38,74.573114
1608472800000,19272.75,19350.0,19230.12,19262.69,44.299624
1608476400000,19261.92,19535.88,19244.9,19513.55,124.834928
1608480000000,19513.32,19530.0,19310.62,19310.62,109.682075
1608483600000,19309.91,19460.0,19309.91,19399.53,63.658605
1608487200000,19398.9,19514.32,19340.88,19506.86,60.84781
1608490800000,19506.75,19600.0,19440.52,19553.49,87.094659
1608494400000,19552.37,19803.54,19491.7,19724.29,188.380197
1608498000000,19724.4,19751.7,19161.0,19164.84,307.476807
1608501600000,19163.8,19357.81,18949.08,19270.37,266.256115
1608505200000,19269.73,19344.45,19242.48,19260.07,74.790491
1608508800000,19260.28,19442.16,19060.95,19421.32,132.811845
1608512400000,19422.26,19464.83,19353.06,19420.72,48.103901
1608516000000,19420.71,19611.99,19411.85,19593.63,58.526833
1608519600000,19594.05,19713.5,19439.12,19662.13,109.908505
1608523200000,19661.67,19782.27,19516.94,19600.0,76.108519
1608526800000,19599.99,19670.01,19574.63,19623.68,41.719627
1608530400000,19623.95,19634.37,19461.18,19634.29,39.535622
1608534000000,19634.36,19722.88,19617.4,19703.01,71.367339
1608537600000,19705.5,19786.11,19396.72,19410.0,145.942241
1608541200000,19410.58,19487.42,19214.98,19321.32,188.789825
1608544800000,19321.31,19349.71,18525.0,18526.44,480.353913
1608548400000,18525.0,18803.17,18455.18,18657.86,325.14707
1608552000000,18660.47,18671.34,18102.65,18383.0,495.525355
1608555600000,18383.18,18674.49,18344.59,18657.33,184.766426
1608559200000,18657.33,18657.33,18657.33,18657.33,0.0
1608573600000,18705.0,18827.21,18585.36,18666.93,151.103588
1608577200000,18666.94,18779.07,18607.2,18695.24,132.298235
1608580800000,18695.24,18785.1,18620.07,18717.95,76.128335
1608584400000,18716.78,18980.7,18680.0,18963.8,96.232173
1608588000000,18962.71,19052.01,18917.32,18997.82,58.812884
1608591600000,18999.21,19041.32,18612.28,18618.47,124.154362
1608595200000,18622.55,18774.66,18435.58,18487.6,146.784383
1608598800000,18487.6,18735.14,18420.38,18642.37,113.935079
1608602400000,18642.62,18809.13,18632.65,18805.8,45.3067
1608606000000,18807.55,18812.66,18637.44,18728.22,32.844853
1608609600000,18726.64,18906.7,18726.64,18817.2,43.507362
1608613200000,18816.37,18827.96,18555.98,18608.48,64.177988
1608616800000,18608.48,18770.43,18500.0,18674.66,58.255546
1608620400000,18674.66,18733.11,18470.55,18597.99,86.326993
1608624000000,18597.99,18669.05,18389.78,18623.41,200.204818
1608627600000,18626.6,18735.32,18578.61,18722.84,138.374582
1608631200000,18723.24,18750.0,18573.86,18633.82,106.711584
1608634800000,18634.41,18989.22,18634.41,18961.5,160.497515
1608638400000,18961.7,19100.0,18912.98,19013.17,139.826559
1608642000000,19011.46,19310.24,18957.26,19275.78,139.398028
1608645600000,19276.07,19397.26,19164.79,19250.56,198.664777
1608649200000,19250.94,19422.41,19198.83,19228.51,139.117623
1608652800000,19228.21,19320.32,19112.18,19231.0,169.160293
1608656400000,19231.0,19300.0,19121.39,19224.25,108.89298
1608660000000,19223.88,19383.91,19223.88,19313.14,66.997524
1608663600000,19313.28,19378.34,19216.83,19294.97,70.542645
1608667200000,19296.37,19330.26,19198.43,19319.26,80.119967
1608670800000,19317.7,19389.76,19224.92,19292.78,115.971925
1608674400000,19292.78,19528.04,19227.83,19503.86,82.649434
1608678000000,19506.15,19583.61,19438.73,19568.27,101.7366
1608681600000,19566.34,19700.0,19469.9,19689.6,93.614436
1608685200000,19689.6,19723.39,19405.14,19441.54,66.294904
1608688800000,19441.15,19466.81,19328.77,19380.66,47.708432
1608692400000,19381.44,19503.21,19366.9,19449.95,16.91593
1608696000000,19449.83,19452.98,19227.76,19242.49,52.274471
1608699600000,19239.87,19311.88,19165.41,19309.88,87.337935
1608703200000,19310.26,19387.45,19250.33,19304.27,65.971305
1608706800000,19302.67,19398.91,19158.82,19331.73,63.551957
1608710400000,19329.45,19428.54,19253.89,19315.89,73.921456
1608714000000,19315.9,19441.12,19234.99,19419.66,94.258928
1608717600000,19419.81,19496.26,19237.23,19264.48,139.981039
1608721200000,19264.49,19284.83,18761.81,18970.0,373.212292
1608724800000,18967.28,19600.0,18859.75,19598.97,288.647476
1608728400000,19598.97,19826.62,19289.81,19410.89,308.833237
1608732000000,19409.24,19584.81,19352.0,19512.32,127.731348
1608735600000,19511.93,19620.4,19200.0,19290.61,155.948103
1608739200000,19290.16,19436.71,19231.69,19244.51,136.643827
1608742800000,19244.65,19431.0,19176.87,19388.47,115.164069
1608746400000,19387.9,19470.49,19354.67,19419.55,69.833771
1608750000000,19421.71,19428.54,19334.68,19380.9,40.502868
1608753600000,19379.97,19432.63,19272.2,19320.74,70.450047
1608757200000,19315.84,19334.0,19052.94,19172.4,115.880889
1608760800000,19172.09,19265.35,18659.0,19173.41,396.7762
1608764400000,19182.2,19316.56,19073.23,19114.72,139.271155
1608768000000,19114.73,19117.86,18761.68,18969.21,188.813899
1608771600000,18969.61,19077.43,18812.57,19071.15,80.379722
1608775200000,19071.65,19087.85,18697.45,18743.01,118.914295
1608778800000,18742.9,18865.71,18664.09,18815.16,81.448737
1608782400000,18818.5,18946.33,18744.2,18932.6,46.823782
1608786000000,18931.77,19021.9,18852.44,18960.51,45.969251
1608789600000,18960.11,19025.7,18812.7,18859.44,48.42279
1608793200000,18859.43,19095.7,18783.03,19059.49,81.293543
1608796800000,19060.1,19300.0,18981.72,19286.09,106.860071
1608800400000,19286.64,19300.0,19145.4,19222.8,92.198829
1608804000000,19223.87,19229.97,19037.59,19040.64,106.426837
1608807600000,19040.64,19176.06,18966.94,19126.12,113.591174
1608811200000,19125.74,19188.96,18967.16,19115.27,127.890916
1608814800000,19114.79,19264.28,19060.01,19258.42,75.596992
1608818400000,19258.8,19293.0,19071.37,19133.88,73.44929
1608822000000,19132.62,19197.92,19037.04,19152.31,101.317887
1608825600000,19151.51,19244.12,19062.35,19127.94,86.377014
1608829200000,19127.95,19317.78,19091.05,19244.24,59.244089
1608832800000,19244.7,19278.03,19188.96,19215.09,30.011995
1608836400000,19215.98,19283.94,19171.11,19195.71,30.304026
1608840000000,19195.78,19390.54,19172.53,19367.23,59.477342
1608843600000,19367.39,19399.4,19247.7,19280.0,53.66291
1608847200000,19279.47,19549.99,19256.77,19513.13,107.071193
1608850800000,19513.25,19588.59,19443.34,19530.07,106.269732
1608854400000,19529.99,19596.0,19398.67,19453.02,55.314716
1608858000000,19453.02,19473.61,19385.01,19429.0,21.56821
1608865200000,19414.97,19414.97,19287.42,19293.23,42.01675
1608868800000,19294.82,19416.61,19276.05,19414.41,12.405581
1608872400000,19411.66,19437.97,19350.32,19405.02,10.870599
1608876000000,19406.67,19466.88,19366.77,19429.85,14.109379
1608879600000,19429.97,19488.33,19354.21,19461.29,27.68949
1608883200000,19461.65,19635.93,19425.13,19486.07,63.069233
1608886800000,19484.67,19700.0,19463.73,19680.57,107.707103
1608890400000,19680.97,19750.57,19548.75,19718.73,157.965682
1608894000000,19717.37,20278.54,19665.13,20199.88,343.537243
1608897600000,20199.88,20259.98,20030.0,20034.46,131.203848
1608901200000,20034.57,20173.65,20013.66,20125.93,84.769726
1608904800000,20126.33,20145.2,19605.0,19766.61,181.707731
1608908400000,19759.65,19900.0,19707.82,19750.74,119.753359
1608912000000,19750.25,19974.53,19742.24,19794.68,119.830712
1608915600000,19793.71,19930.0,19728.07,19870.36,88.833174
1608919200000,19870.62,20058.81,19840.25,20003.58,104.825183
1608922800000,20003.77,20125.0,19956.86,20089.92,114.748433
1608926400000,20090.12,20111.64,20017.64,20071.84,128.779021
1608930000000,20071.84,20085.33,19895.0,20064.24,122.186525
1608933600000,20063.72,20216.92,20024.89,20174.99,222.01411
1608937200000,20174.99,20325.44,20119.35,20285.67,210.367905
1608940800000,20287.71,20340.0,20134.91,20196.4,112.944608
1608944400000,20196.52,20430.0,20111.0,20425.92,74.16501
1608948000000,20426.31,20499.0,20316.69,20387.74,94.263282
1608951600000,20387.63,20530.0,20367.35,20421.45,90.953885
1608955200000,20419.14,20464.28,20300.52,20355.42,57.095638
1608958800000,20354.6,20379.03,20235.09,20265.79,72.417491
1608962400000,20263.64,20389.83,20218.57,20363.33,42.748631
1608966000000,20362.37,20450.0,20285.01,20341.77,70.058385
1608969600000,20343.61,20530.0,20319.0,20455.62,85.35499
1608973200000,20451.65,20464.7,20321.63,20410.43,76.025961
1608976800000,20410.21,20440.03,20210.0,20330.86,90.400883
1608980400000,20332.92,20424.18,20303.88,20387.78,65.522967
1608984000000,20387.27,20462.6,20305.75,20434.05,71.345754
1608987600000,20432.98,20517.22,20372.86,20479.12,68.75312
1608991200000,20480.22,20878.48,20432.46,20829.99,235.240163
1608994800000,20829.79,21050.0,20800.01,21010.0,172.113851
1608998400000,21012.32,21273.48,20976.17,21197.04,288.519244
1609002000000,21197.76,21300.0,20981.17,21073.98,178.528676
1609005600000,21071.85,21135.0,20965.0,21001.31,117.381616
1609009200000,21002.58,21234.1,20980.58,21231.47,81.018438
1609012800000,21230.46,21693.19,21144.68,21643.3,200.278966
1609016400000,21645.91,21969.98,21582.13,21862.79,396.950472
1609020000000,21865.38,21947.18,21199.0,21603.89,292.543952
1609023600000,21605.13,21769.23,21580.02,21674.7,95.865112
1609027200000,21680.4,21977.78,21680.4,21897.24,146.912903
1609030800000,21897.02,22057.24,21691.32,21766.52,174.908052
1609034400000,21762.48,21925.65,21661.44,21725.73,66.91528
1609038000000,21725.4,21780.49,21607.5,21703.77,30.557911
1609041600000,21704.52,21899.24,21704.52,21840.06,18.811275
1609045200000,21838.29,22022.13,21816.58,21978.05,44.705889
1609048800000,21979.42,22671.1,21979.42,22579.62,301.062169
1609052400000,22579.61,22650.0,22404.05,22562.15,140.586623
1609056000000,22561.55,22846.0,22476.78,22532.88,258.790089
1609059600000,22537.33,22763.36,22335.04,22743.68,203.222878
1609063200000,22743.31,22800.0,22680.0,22772.39,186.798709
1609066800000,22772.96,23260.0,21700.05,22634.43,672.433975
1609070400000,22636.76,22641.36,21706.48,22263.67,502.572239
1609074000000,22264.38,22594.99,22188.44,22526.2,213.29999
1609077600000,22526.6,22678.78,22142.24,22211.97,200.121651
1609081200000,22210.78,22323.5,21942.0,22232.78,168.458494
1609084800000,22232.6,22353.92,21673.49,22033.18,377.405168
