time,etheur_open,etheur_high,etheur_low,etheur_close,volume
1624514400000,1618.21,1623.28,1605.47,1616.6,2558.43393
1624518000000,1616.47,1628.1,1607.49,1608.81,2490.63263
1624521600000,1608.6,1637.3,1605.89,1635.97,2354.85185
1624525200000,1636.74,1639.22,1625.01,1627.01,2261.59458
1624528800000,1627.2,1633.36,1616.75,1619.45,1545.96993
1624532400000,1619.45,1649.71,1619.43,1647.0,2490.15146
1624536000000,1646.9,1663.11,1643.62,1656.23,3297.21251
1624539600000,1656.33,1658.87,1639.17,1647.39,1553.52474
1624543200000,1647.39,1651.36,1639.15,1649.82,1381.7523
1624546800000,1649.82,1693.03,1647.05,1666.0,4532.98393
1624550400000,1666.0,1690.0,1656.02,1687.2,3154.96644
1624554000000,1687.32,1704.0,1684.92,1698.97,3141.25754
1624557600000,1699.3,1707.77,1687.62,1690.37,2336.3652
1624561200000,1690.32,1692.6,1679.7,1686.83,1358.19236
1624564800000,1687.29,1693.91,1674.74,1682.24,1357.89543
1624568400000,1682.03,1682.21,1668.64,1676.42,1191.10655
1624572000000,1676.78,1679.13,1652.2,1663.1,1652.8025
1624575600000,1663.45,1673.5,1657.36,1668.0,1217.29198
1624579200000,1668.29,1690.7,1662.94,1662.95,1609.44413
1624582800000,1663.05,1666.28,1644.57,1665.95,1818.64758
1624586400000,1665.81,1691.91,1664.68,1681.65,1665.94461
1624590000000,1681.76,1681.76,1661.73,1672.03,1455.30903
1624593600000,1672.05,1676.26,1653.18,1656.9,946.67395
1624597200000,1657.08,1666.54,1641.31,1645.93,1887.16298
1624600800000,1645.65,1654.8,1635.25,1647.21,1869.46995
1624604400000,1647.57,1647.57,1615.05,1628.0,2747.35285
1624608000000,1627.83,1628.06,1604.24,1620.66,2613.12934
1624611600000,1620.65,1631.88,1596.25,1597.11,3645.51136
1624615200000,1597.34,1604.14,1568.53,1577.37,3979.3542
1624618800000,1577.32,1582.85,1549.66,1552.06,4772.15768
1624622400000,1552.28,1574.0,1542.83,1557.32,4871.96282
1624626000000,1557.17,1564.0,1532.48,1550.75,4440.01657
1624629600000,1550.75,1566.66,1515.0,1526.67,5222.56234
1624633200000,1526.95,1542.44,1500.43,1531.62,5427.80909
1624636800000,1531.62,1550.19,1503.32,1524.77,7930.60948
1624640400000,1524.43,1540.97,1508.34,1516.83,5368.83973
1624644000000,1516.96,1548.39,1510.46,1543.15,5946.74651
1624647600000,1543.36,1568.52,1532.74,1553.27,4440.45712
1624651200000,1553.28,1567.94,1543.59,1566.26,2346.15262
1624654800000,1565.94,1567.46,1537.76,1552.01,2931.47059
1624658400000,1552.08,1557.83,1511.17,1513.15,4599.42251
1624662000000,1512.89,1540.43,1511.89,1519.6,2229.95355
1624665600000,1519.6,1546.14,1507.53,1542.93,4404.98301
1624669200000,1542.95,1545.12,1511.79,1532.0,2738.47703
1624672800000,1532.0,1538.06,1513.38,1529.37,1672.11751
1624676400000,1529.4,1539.1,1523.38,1527.91,1309.06432
1624680000000,1528.27,1544.18,1524.95,1541.84,1491.14738
1624683600000,1541.77,1556.09,1535.01,1539.67,1325.80689
1624687200000,1539.89,1549.08,1514.08,1518.15,2399.9394
1624690800000,1518.3,1521.27,1467.64,1473.25,7614.54964
1624694400000,1473.25,1480.56,1443.83,1458.2,7177.50631
1624698000000,1458.15,1499.77,1449.39,1487.95,6118.82743
1624701600000,1487.5,1496.41,1469.2,1485.75,3748.55745
1624705200000,1485.93,1524.0,1485.93,1516.75,5107.58234
1624708800000,1516.66,1525.82,1498.26,1498.32,4455.98251
1624712400000,1498.37,1509.56,1463.88,1465.72,4125.17847
1624716000000,1465.42,1507.72,1453.07,1497.31,6359.65046
1624719600000,1497.48,1502.22,1480.51,1495.99,4913.89328
1624723200000,1495.98,1498.52,1453.96,1480.18,5291.34648
1624726800000,1480.48,1504.49,1467.16,1503.12,3289.59151
1624730400000,1503.53,1511.09,1493.56,1499.32,2323.70809
1624734000000,1499.19,1506.6,1493.24,1499.79,1682.7069
1624737600000,1499.92,1502.0,1476.49,1484.0,1838.918
1624741200000,1483.99,1496.31,1472.32,1490.7,1593.67022
1624744800000,1490.64,1508.29,1489.03,1506.11,1707.55042
1624748400000,1506.03,1540.9,1500.1,1537.13,2025.01697
1624752000000,1537.0,1553.74,1521.5,1540.31,3115.50653
1624755600000,1540.55,1570.32,1537.1,1564.94,3054.61103
1624759200000,1564.96,1585.1,1558.07,1580.11,2135.79006
1624762800000,1580.11,1582.46,1565.64,1580.68,1697.3807
1624766400000,1580.52,1590.11,1568.6,1580.24,1844.94048
1624770000000,1580.91,1587.75,1567.58,1569.96,2127.7223
1624773600000,1569.73,1579.11,1551.07,1561.32,1454.06696
1624777200000,1561.07,1571.5,1555.0,1568.82,1558.35139
1624780800000,1568.67,1576.0,1552.74,1554.27,1836.57786
1624784400000,1554.2,1563.14,1525.01,1529.55,2163.61093
1624788000000,1529.2,1539.25,1521.68,1528.4,1550.99155
1624791600000,1528.95,1552.66,1525.02,1545.05,1853.73081
1624795200000,1545.66,1567.65,1539.88,1560.68,2161.59045
1624798800000,1559.38,1562.0,1540.67,1545.0,1903.25678
1624802400000,1545.0,1546.0,1530.61,1544.84,1537.00497
1624806000000,1544.74,1553.29,1533.8,1547.22,1493.21243
1624809600000,1547.29,1554.5,1534.01,1537.18,1868.14894
1624813200000,1536.82,1537.49,1525.42,1532.31,1411.68406
1624816800000,1532.03,1532.03,1515.7,1526.17,1976.35193
1624820400000,1525.82,1532.45,1519.33,1529.21,1139.80135
1624824000000,1529.21,1531.57,1522.11,1523.38,871.2709
1624827600000,1523.0,1541.44,1520.38,1539.21,1362.61437
1624831200000,1539.73,1640.97,1536.19,1638.65,6418.24021
1624834800000,1638.85,1662.7,1627.56,1660.98,3131.51886
1624838400000,1660.99,1672.89,1645.32,1657.25,4352.51357
1624842000000,1657.28,1665.54,1643.04,1643.04,1823.58782
1624845600000,1643.0,1661.33,1642.86,1650.21,1242.94521
1624849200000,1650.14,1655.99,1644.81,1648.86,782.67865
1624852800000,1649.12,1660.62,1647.25,1653.14,1236.75853
1624856400000,1653.21,1665.76,1645.97,1656.58,1524.54907
1624860000000,1656.59,1670.87,1653.66,1666.56,1659.60009
1624863600000,1666.58,1722.03,1661.71,1717.45,4604.3822
1624867200000,1717.52,1746.48,1705.51,1732.58,4287.90877
1624870800000,1732.35,1735.5,1701.14,1706.19,3775.15716
1624874400000,1706.05,1711.06,1656.62,1670.54,6281.44275
1624878000000,1670.86,1686.17,1662.48,1678.77,3015.72896
1624881600000,1679.13,1700.66,1668.04,1693.76,3039.60157
1624885200000,1693.68,1701.18,1680.22,1685.83,2395.43693
1624888800000,1685.95,1718.96,1681.93,1716.26,2958.04964
1624892400000,1715.96,1776.36,1712.37,1774.6,6791.06148
1624896000000,1774.67,1790.55,1754.02,1769.02,5670.4631
1624899600000,1769.06,1770.8,1737.34,1747.74,3948.84246
1624903200000,1747.73,1759.67,1741.86,1749.78,1980.71359
1624906800000,1749.77,1798.66,1745.37,1774.11,3775.21052
1624910400000,1773.91,1798.0,1764.58,1788.41,2419.83097
1624914000000,1788.39,1794.58,1775.57,1780.44,1826.10998
1624917600000,1780.43,1781.12,1746.05,1759.8,3219.35191
1624921200000,1759.75,1759.75,1730.02,1748.64,2028.58051
1624924800000,1748.64,1794.41,1740.48,1793.88,3315.02242
1624928400000,1793.89,1795.45,1769.41,1779.77,1668.46679
1624932000000,1779.89,1789.99,1747.92,1751.63,2104.50726
1624935600000,1751.33,1774.85,1750.38,1765.84,1272.92227
1624939200000,1765.83,1788.37,1761.51,1779.88,1718.03056
1624942800000,1780.0,1786.3,1761.23,1777.25,2235.80533
1624946400000,1776.93,1819.99,1768.73,1813.34,3869.14122
1624950000000,1813.27,1817.04,1782.14,1789.43,3048.72237
1624953600000,1789.43,1811.1,1775.77,1805.8,3797.28257
1624957200000,1805.65,1821.86,1791.34,1814.84,3875.55767
1624960800000,1815.0,1832.0,1799.0,1827.99,3843.82408
1624964400000,1827.99,1840.84,1824.02,1831.19,3035.4379
1624968000000,1830.96,1842.36,1817.31,1830.88,4211.48591
1624971600000,1830.95,1880.98,1827.27,1872.95,4795.06679
1624975200000,1872.81,1881.05,1858.41,1869.92,3301.67998
1624978800000,1869.72,1873.68,1846.65,1864.37,2700.59269
1624982400000,1864.43,1876.0,1851.63,1869.63,2195.1211
1624986000000,1869.68,1888.73,1864.45,1878.14,2515.62288
1624989600000,1877.84,1879.92,1859.01,1868.44,1934.17375
1624993200000,1868.45,1870.64,1860.01,1869.3,1461.05159
1624996800000,1869.24,1875.74,1838.42,1843.01,2474.99067
1625000400000,1843.11,1866.08,1838.34,1862.04,2053.36264
1625004000000,1861.63,1863.82,1820.93,1823.82,2634.00062
1625007600000,1823.89,1835.1,1811.9,1819.77,1573.20498
1625011200000,1819.32,1836.6,1798.72,1824.65,2658.10174
1625014800000,1824.79,1824.98,1806.07,1821.7,1588.41779
1625018400000,1821.76,1828.75,1809.83,1821.73,1346.45562
1625022000000,1821.98,1821.98,1781.41,1786.29,2706.81297
1625025600000,1786.37,1797.16,1757.0,1760.44,2950.58545
1625029200000,1760.44,1784.57,1754.19,1777.39,2959.14879
1625032800000,1777.35,1803.86,1776.25,1796.63,3234.06678
1625036400000,1796.63,1823.11,1787.61,1818.13,3461.30654
1625040000000,1818.13,1825.24,1775.0,1782.41,4857.67391
1625043600000,1782.42,1798.43,1773.91,1783.84,4246.04363
1625047200000,1784.3,1800.02,1782.07,1796.11,2682.1823
1625050800000,1795.98,1821.73,1788.58,1814.85,4459.20383
1625054400000,1814.85,1821.39,1800.11,1801.32,2862.86487
1625058000000,1801.32,1806.01,1787.0,1805.15,2307.65746
1625061600000,1805.35,1814.61,1784.28,1792.76,2825.61313
1625065200000,1792.75,1796.0,1764.3,1774.11,4786.75651
1625068800000,1774.53,1791.84,1767.35,1778.5,2827.95331
1625072400000,1778.5,1820.99,1778.09,1820.14,3074.72557
1625076000000,1820.13,1873.24,1816.63,1870.78,3619.61979
1625079600000,1870.64,1898.24,1854.37,1892.84,4797.19095
1625083200000,1892.47,1927.86,1874.23,1887.47,5154.06878
1625086800000,1887.6,1929.93,1887.24,1909.78,2997.60018
1625090400000,1910.1,1912.83,1888.02,1904.0,2672.89827
1625094000000,1904.13,1924.53,1902.78,1919.22,1939.96199
1625097600000,1919.23,1919.58,1884.06,1894.31,2082.26388
1625101200000,1894.65,1913.03,1894.11,1907.46,1077.87821
1625104800000,1907.47,1910.54,1849.73,1854.25,2935.83035
1625108400000,1854.06,1867.75,1842.87,1844.08,1582.84138
1625112000000,1844.07,1865.38,1839.46,1864.65,1861.79961
1625115600000,1864.84,1876.48,1854.42,1872.05,1260.14801
1625119200000,1872.12,1888.0,1820.79,1824.25,4535.64077
1625122800000,1824.17,1831.85,1796.44,1796.44,4283.44855
1625126400000,1796.98,1805.97,1780.59,1793.77,5054.38539
1625130000000,1793.7,1802.08,1764.77,1780.51,5358.50804
1625133600000,1780.51,1791.93,1769.94,1781.2,3674.11749
1625137200000,1781.49,1809.36,1780.01,1802.42,4061.98939
1625140800000,1802.22,1806.95,1778.22,1792.63,3943.33613
1625144400000,1792.82,1804.98,1779.41,1779.47,2907.0804
1625148000000,1779.46,1790.3,1750.0,1765.27,5072.02451
1625151600000,1765.28,1804.0,1761.2,1788.05,4258.80956
1625155200000,1787.97,1794.25,1755.01,1759.35,3963.04301
1625158800000,1759.05,1778.34,1754.07,1776.83,2970.23341
1625162400000,1777.1,1799.77,1772.7,1785.57,2633.94668
1625166000000,1785.55,1788.36,1755.0,1774.97,3088.1376
1625169600000,1774.91,1792.0,1774.91,1791.0,2057.87004
1625173200000,1791.07,1806.37,1779.63,1798.1,1619.4265
1625176800000,1797.73,1804.69,1792.22,1797.35,1276.93314
1625180400000,1797.36,1802.86,1777.17,1779.0,1301.18603
1625184000000,1779.0,1803.21,1770.07,1803.01,1593.47559
1625187600000,1803.21,1805.74,1760.81,1763.24,1626.30715
1625191200000,1763.23,1776.82,1758.16,1769.89,1254.16843
1625194800000,1769.55,1770.81,1719.58,1725.22,3114.8342
1625198400000,1725.05,1739.46,1720.05,1736.0,2389.98422
1625202000000,1735.61,1739.33,1710.56,1717.02,2445.2925
1625205600000,1717.09,1724.94,1705.96,1719.31,2042.73677
1625209200000,1719.25,1751.83,1714.46,1744.81,3017.71896
1625212800000,1744.82,1759.71,1735.64,1742.76,2984.72269
1625216400000,1743.02,1743.99,1718.72,1726.03,2577.62577
1625220000000,1726.03,1727.94,1708.55,1725.24,3386.06039
1625223600000,1725.24,1738.79,1713.41,1724.99,2822.61486
1625227200000,1724.84,1742.46,1718.25,1738.41,3368.20629
1625230800000,1738.4,1752.74,1728.01,1751.14,2998.34286
1625234400000,1751.07,1790.56,1740.66,1789.68,3994.43116
1625238000000,1789.16,1798.54,1773.5,1794.41,2871.96474
1625241600000,1793.94,1794.23,1775.28,1785.14,2262.79391
1625245200000,1785.08,1792.08,1775.01,1779.24,1784.4781
1625248800000,1779.18,1780.0,1756.26,1763.98,1607.50964
1625252400000,1763.98,1774.08,1758.5,1773.01,1190.80051
1625256000000,1773.61,1774.0,1756.42,1763.03,1294.84889
1625259600000,1762.72,1784.32,1761.0,1777.76,1227.10614
1625263200000,1777.19,1820.69,1774.23,1819.5,2130.6333
1625266800000,1819.36,1820.38,1804.49,1816.07,1632.61319
1625270400000,1815.99,1825.87,1797.34,1802.56,1460.46929
1625274000000,1802.29,1816.48,1798.71,1813.08,771.41268
1625277600000,1813.08,1816.0,1801.82,1806.53,872.40153
1625281200000,1806.79,1806.79,1781.51,1796.69,1231.12637
1625284800000,1796.84,1805.7,1791.13,1802.74,989.68398
1625288400000,1802.96,1815.68,1795.03,1808.89,953.0901
1625292000000,1808.96,1815.67,1803.48,1806.8,696.08441
1625295600000,1806.71,1860.14,1801.1,1851.28,3851.78782
1625299200000,1851.78,1858.14,1844.46,1852.16,1921.45001
1625302800000,1852.08,1875.95,1852.02,1869.7,2444.71696
1625306400000,1869.76,1875.0,1864.89,1872.83,1629.88874
1625310000000,1872.93,1875.4,1852.33,1866.76,1465.24254
1625313600000,1866.75,1884.26,1862.76,1870.22,1905.13843
1625317200000,1870.22,1885.95,1859.89,1885.95,1624.47607
1625320800000,1886.0,1888.6,1874.36,1880.38,1368.66218
1625324400000,1880.33,1884.69,1870.06,1876.61,1063.17717
1625328000000,1876.61,1881.06,1865.21,1866.21,1243.55583
1625331600000,1866.21,1886.77,1865.73,1876.25,1141.87029
1625335200000,1876.76,1877.78,1864.38,1870.6,1180.461
1625338800000,1870.67,1879.27,1867.94,1876.9,644.48783
1625342400000,1876.91,1879.27,1866.02,1872.49,692.15504
1625346000000,1872.68,1877.79,1846.76,1848.23,1918.66806
1625349600000,1848.45,1863.23,1844.6,1859.23,2134.9974
1625353200000,1859.24,1880.0,1847.0,1875.31,1724.99272
1625356800000,1875.6,1878.81,1857.19,1857.87,1248.45021
1625360400000,1857.59,1860.31,1842.97,1849.13,1224.87591
1625364000000,1848.74,1864.5,1845.65,1858.23,607.15315
1625367600000,1858.23,1868.6,1856.1,1860.32,591.18729
1625371200000,1860.34,1877.08,1859.5,1873.15,627.94371
1625374800000,1873.3,1924.74,1869.38,1918.28,3109.64574
1625378400000,1918.32,1963.71,1915.26,1959.32,4670.21835
1625382000000,1959.89,1978.0,1953.8,1968.02,3156.41889
1625385600000,1968.03,1978.0,1956.1,1962.76,2425.44334
1625389200000,1962.7,1964.44,1942.67,1952.81,3086.24926
1625392800000,1952.8,1965.6,1945.36,1964.12,1602.18368
1625396400000,1964.12,1967.83,1951.09,1961.0,1076.6594
1625400000000,1960.78,1962.41,1940.64,1941.42,1035.01289
1625403600000,1941.39,1953.39,1941.39,1949.0,1045.42496
1625407200000,1949.04,1957.33,1944.14,1953.4,687.53298
1625410800000,1953.47,1961.36,1950.44,1960.12,926.04231
1625414400000,1960.13,1996.14,1957.39,1980.0,3569.87782
1625418000000,1980.37,1993.13,1969.32,1990.23,1823.57045
1625421600000,1990.25,1991.04,1975.43,1981.45,1001.20892
1625425200000,1981.57,1989.1,1978.72,1985.52,1007.372
1625428800000,1985.33,1985.98,1973.94,1980.67,1010.24937
1625432400000,1980.45,2012.05,1976.67,2007.43,2425.07158
1625436000000,2007.05,2007.51,1952.5,1960.17,2395.58812
1625439600000,1960.09,1968.74,1938.01,1956.09,2471.92418
1625443200000,1956.05,1957.63,1939.74,1945.01,1982.58718
1625446800000,1945.3,1954.62,1904.25,1909.88,2645.01117
1625450400000,1910.0,1919.01,1893.77,1903.91,2016.22075
1625454000000,1903.82,1912.54,1891.67,1909.73,1265.48832
1625457600000,1910.06,1920.66,1897.62,1909.42,1951.52774
1625461200000,1909.2,1917.43,1899.4,1917.22,1479.68786
1625464800000,1917.19,1934.14,1910.14,1930.17,2617.97649
1625468400000,1930.02,1930.02,1904.42,1916.77,1994.85568
1625472000000,1916.97,1923.81,1906.72,1917.15,1931.37091
1625475600000,1916.92,1929.0,1914.77,1921.16,1745.53197
1625479200000,1921.16,1945.3,1919.28,1940.94,1881.89622
1625482800000,1941.0,1942.2,1837.88,1850.6,6463.28325
1625486400000,1850.61,1872.75,1842.39,1865.1,3594.76194
1625490000000,1865.34,1885.54,1862.97,1876.6,1919.40891
1625493600000,1876.6,1882.14,1860.31,1878.96,2073.93269
1625497200000,1878.79,1880.09,1858.44,1861.42,2361.86678
1625500800000,1861.42,1876.0,1858.1,1867.42,1677.50603
1625504400000,1867.04,1871.13,1820.62,1865.46,4156.20929
1625508000000,1865.55,1887.97,1865.55,1875.25,2497.24356
1625511600000,1874.84,1898.62,1874.84,1894.11,1845.65172
1625515200000,1893.81,1902.54,1861.93,1869.85,2713.4302
1625518800000,1870.0,1894.36,1869.68,1892.55,1243.70711
1625522400000,1892.9,1897.84,1877.87,1879.46,1440.56868
1625526000000,1879.51,1891.3,1850.47,1852.39,980.3227
1625529600000,1852.9,1897.41,1850.1,1886.52,1696.06343
1625533200000,1886.24,1890.49,1870.72,1871.85,882.22438
1625536800000,1871.76,1885.48,1863.9,1884.28,888.99716
1625540400000,1884.57,1891.59,1876.39,1886.27,813.81137
1625544000000,1886.0,1954.45,1886.0,1952.32,3535.98433
1625547600000,1952.32,1961.21,1944.59,1953.31,2660.07951
1625551200000,1953.46,1966.0,1949.15,1950.84,1872.16319
1625554800000,1950.99,1973.68,1950.99,1969.06,1508.5464
1625558400000,1969.06,1984.71,1964.39,1978.0,1964.88909
1625562000000,1978.0,1979.32,1910.52,1927.97,5565.70768
1625565600000,1928.37,1929.87,1907.02,1917.92,2785.23624
1625569200000,1917.96,1951.93,1907.34,1938.82,2700.25206
1625572800000,1938.49,1973.68,1925.95,1968.69,4061.74517
1625576400000,1968.96,1977.18,1931.0,1947.76,2766.52484
1625580000000,1947.74,1956.46,1931.5,1948.32,2478.21259
1625583600000,1948.33,1955.65,1931.0,1950.92,1677.9679
1625587200000,1951.05,1960.0,1935.7,1958.76,1849.14265
1625590800000,1958.75,1970.6,1934.65,1963.73,2276.13733
1625594400000,1963.73,1975.8,1952.0,1955.58,1777.89295
1625598000000,1955.58,1973.22,1952.0,1968.84,1294.35936
1625601600000,1968.91,1969.04,1944.12,1953.88,1267.29551
1625605200000,1953.87,1953.97,1921.64,1935.18,2073.21697
1625608800000,1935.58,1962.33,1931.01,1953.22,1381.50406
1625612400000,1953.06,1972.12,1949.36,1965.02,1079.09892
1625616000000,1964.92,1982.02,1940.83,1961.72,1816.63115
1625619600000,1961.12,1975.17,1946.92,1961.95,1722.63932
1625623200000,1961.95,1967.64,1948.24,1967.41,646.36886
1625626800000,1967.4,1981.38,1963.79,1979.01,1117.38071
1625630400000,1979.34,2028.31,1971.48,2020.27,3673.31011
1625634000000,2020.83,2025.98,2006.66,2014.0,1947.65957
1625637600000,2014.0,2021.08,2009.08,2014.66,1628.42114
1625641200000,2014.66,2038.63,1996.6,2010.51,2968.23335
1625644800000,2011.08,2028.69,2007.32,2013.78,1799.23677
1625648400000,2014.06,2019.89,1997.81,2009.62,1713.14311
1625652000000,2009.52,2012.15,1997.47,2006.94,1109.72657
1625655600000,2006.93,2024.41,2004.29,2017.06,1390.42241
1625659200000,2017.71,2028.72,2007.56,2016.3,1846.42217
1625662800000,2016.31,2020.16,2008.0,2019.41,1113.38363
1625666400000,2019.34,2024.0,1990.72,1997.57,2084.34184
1625670000000,1997.56,2005.25,1972.54,1985.69,3166.25258
1625673600000,1985.58,2000.76,1976.18,1994.48,1674.40479
1625677200000,1994.32,2004.4,1988.0,1999.42,901.79292
1625680800000,1999.77,2008.65,1994.17,2004.87,1008.64637
1625684400000,2004.69,2010.0,1996.53,2005.45,1064.9978
1625688000000,2005.63,2007.65,1998.12,2004.38,824.13283
1625691600000,2004.37,2004.69,1981.09,1991.12,1650.33776
1625695200000,1991.4,1991.4,1963.05,1973.93,2023.672
1625698800000,1973.93,1974.75,1958.56,1967.0,1554.90447
1625702400000,1966.77,1973.99,1926.73,1928.57,3739.73857
1625706000000,1928.57,1950.37,1926.53,1935.69,1306.98161
1625709600000,1935.33,1946.23,1932.21,1940.91,769.36157
1625713200000,1941.13,1941.13,1903.49,1915.72,2647.4328
1625716800000,1915.82,1915.82,1891.37,1905.43,3155.60747
1625720400000,1905.42,1913.4,1878.51,1879.55,2558.21249
1625724000000,1880.21,1904.73,1874.0,1877.52,2902.6683
1625727600000,1876.85,1888.63,1835.0,1849.64,5538.30716
1625731200000,1849.1,1855.08,1831.95,1851.84,4080.52237
1625734800000,1851.27,1858.0,1836.0,1837.32,3086.20506
1625738400000,1837.31,1848.0,1829.01,1829.04,2355.30951
1625742000000,1829.04,1835.19,1799.0,1832.85,5326.37606
1625745600000,1833.09,1841.62,1815.63,1824.0,3595.07157
1625749200000,1824.67,1825.19,1798.0,1803.85,2815.69776
1625752800000,1803.45,1820.11,1801.0,1820.11,2356.2273
1625756400000,1820.19,1840.31,1814.27,1837.47,2735.8401
1625760000000,1838.2,1842.34,1815.0,1828.95,2263.17985
1625763600000,1828.96,1835.29,1820.64,1825.64,1021.06585
1625767200000,1825.43,1829.39,1810.56,1821.59,1390.40671
1625770800000,1821.67,1831.57,1805.48,1822.98,2099.36052
1625774400000,1823.16,1826.26,1804.26,1806.96,1264.57291
1625778000000,1807.32,1812.17,1777.0,1779.9,2836.5765
1625781600000,1779.91,1787.92,1761.34,1778.05,3392.70864
1625785200000,1778.05,1795.48,1778.02,1787.34,1197.13876
1625788800000,1787.75,1790.79,1745.56,1749.99,3279.3635
1625792400000,1750.19,1757.3,1730.0,1755.34,2913.42944
1625796000000,1755.99,1791.56,1749.66,1786.54,2154.64667
1625799600000,1786.56,1804.75,1781.19,1793.8,2058.00539
1625803200000,1793.87,1820.26,1790.43,1810.68,2008.39291
1625806800000,1810.73,1826.96,1806.97,1808.0,1570.91413
1625810400000,1808.45,1808.45,1787.74,1795.35,2165.38824
1625814000000,1795.37,1797.51,1780.85,1797.51,1578.00763
1625817600000,1797.11,1797.5,1761.67,1769.79,2410.99665
1625821200000,1770.15,1794.79,1767.81,1774.69,2131.26273
1625824800000,1774.68,1779.88,1763.72,1769.05,1743.61119
1625828400000,1769.05,1769.05,1748.19,1755.41,1820.19353
1625832000000,1755.4,1781.55,1741.64,1781.0,2823.83268
1625835600000,1780.77,1811.25,1776.74,1807.09,3721.12829
1625839200000,1807.06,1845.55,1800.0,1839.43,4880.92477
1625842800000,1839.79,1842.52,1826.27,1831.95,1752.46733
1625846400000,1831.75,1841.22,1819.19,1824.54,2047.3625
1625850000000,1824.84,1824.84,1801.2,1809.53,1613.47894
1625853600000,1809.51,1811.28,1793.61,1795.68,1384.73885
1625857200000,1795.81,1805.53,1787.61,1797.74,1061.30504
1625860800000,1797.54,1800.74,1789.14,1799.42,875.60456
1625864400000,1799.4,1825.38,1792.28,1809.02,1298.84386
1625868000000,1808.95,1827.0,1808.95,1824.1,1185.24224
1625871600000,1824.0,1826.98,1807.5,1809.71,924.00852
1625875200000,1809.38,1848.13,1803.76,1835.43,1838.80458
1625878800000,1835.23,1835.45,1810.91,1811.1,1168.28021
1625882400000,1810.91,1812.95,1795.52,1799.15,1159.50573
1625886000000,1799.47,1807.82,1790.0,1798.77,691.43136
1625889600000,1798.59,1805.66,1774.4,1776.99,1416.45632
1625893200000,1776.29,1789.42,1767.0,1783.39,1611.86024
1625896800000,1783.04,1801.13,1777.24,1798.02,1397.6687
1625900400000,1798.0,1798.0,1776.38,1789.32,1018.94696
1625904000000,1789.2,1803.83,1782.24,1790.3,1310.44584
1625907600000,1790.41,1798.26,1784.2,1787.38,879.36203
1625911200000,1787.07,1792.0,1759.61,1763.31,1955.90002
1625914800000,1763.22,1791.36,1760.77,1779.46,2044.07143
1625918400000,1779.0,1787.29,1773.95,1786.02,1040.10264
1625922000000,1786.03,1789.35,1764.53,1770.33,1075.89781
1625925600000,1770.34,1783.56,1766.78,1780.67,991.733
1625929200000,1780.91,1793.68,1776.69,1787.38,964.86263
1625932800000,1787.17,1820.62,1784.3,1799.41,1962.5817
1625936400000,1799.4,1799.4,1750.0,1759.82,3443.83767
1625940000000,1759.33,1768.25,1754.26,1768.25,1055.09793
1625943600000,1768.52,1780.08,1763.0,1766.01,1061.13008
1625947200000,1766.0,1769.81,1753.0,1768.48,1567.63034
1625950800000,1768.48,1778.52,1764.85,1775.78,702.66526
1625954400000,1775.87,1788.0,1775.87,1784.46,796.28923
1625958000000,1784.9,1795.93,1778.68,1780.74,827.70421
1625961600000,1780.79,1804.13,1779.04,1787.51,1109.51462
1625965200000,1787.42,1793.55,1778.94,1785.49,605.02938
1625968800000,1785.43,1788.0,1768.05,1768.86,662.64952
1625972400000,1768.85,1772.97,1758.93,1764.04,784.93747
1625976000000,1764.15,1770.49,1756.23,1767.17,753.56373
1625979600000,1767.11,1774.94,1763.0,1772.3,512.57459
1625983200000,1772.3,1779.02,1762.23,1765.04,846.40566
1625986800000,1765.04,1775.26,1761.72,1771.39,657.79318
1625990400000,1771.65,1788.91,1764.32,1781.42,1336.45908
1625994000000,1781.51,1796.15,1777.8,1787.18,1326.23646
1625997600000,1787.24,1800.8,1780.21,1788.74,1051.54366
1626001200000,1788.56,1796.2,1784.58,1795.43,851.04301
1626004800000,1795.93,1802.89,1787.96,1790.57,921.47507
1626008400000,1790.84,1800.51,1781.56,1800.51,830.50428
1626012000000,1800.51,1811.86,1793.56,1809.61,1117.31443
1626015600000,1809.92,1813.7,1800.19,1809.35,973.04158
1626019200000,1809.48,1817.13,1794.68,1811.96,1316.60502
1626022800000,1811.98,1813.27,1804.19,1806.23,808.43108
1626026400000,1806.24,1808.0,1800.0,1806.0,881.85715
1626030000000,1806.18,1807.88,1796.37,1799.44,550.41846
1626033600000,1799.67,1805.07,1794.12,1795.02,551.29829
1626037200000,1795.21,1831.28,1791.03,1823.52,1671.39362
1626040800000,1823.78,1830.24,1809.62,1810.34,1649.38439
1626044400000,1810.34,1811.08,1797.64,1802.97,972.22095
1626048000000,1803.04,1804.8,1791.19,1795.73,956.02697
1626051600000,1795.73,1801.57,1792.0,1799.98,613.97177
1626055200000,1799.97,1817.6,1797.43,1815.05,528.29651
1626058800000,1815.12,1827.11,1813.93,1823.58,827.33453
1626062400000,1823.74,1827.24,1809.35,1811.27,933.96269
1626066000000,1810.97,1813.91,1803.92,1813.09,624.2475
1626069600000,1813.09,1822.58,1807.01,1819.35,661.54464
1626073200000,1819.17,1821.85,1807.75,1808.0,1098.83958
1626076800000,1808.02,1817.66,1804.0,1806.96,1012.94101
1626080400000,1806.8,1810.99,1796.9,1798.13,1077.48411
1626084000000,1798.18,1798.18,1772.41,1780.54,2055.04268
1626087600000,1780.53,1784.39,1773.01,1773.39,1428.52764
